VBVID,VehicleLenght,VehicleSpeed,VehicleWeight,VehicleAxles,VehicleAxleWeight01,VehicleAxleWeight02,VehicleAxleWeight03,VehicleAxleWeight04,VehicleAxleWeight05,VehicleAxleWeight06,VehicleAxleWeight07,VehicleAxleWeight08,VehicleAxleWeight09,VehicleAxleWeight10,VehicleAxleWeight11,VehileAxelDistance0102,VehileAxelDistance0203,VehileAxelDistance0304,VehileAxelDistance0405,VehileAxelDistance0506,VehileAxelDistance0607,VehileAxelDistance0708,VehileAxelDistance0809,VehileAxelDistance0910,VehileAxelDistance1011
4904233,5800,101,4080,2,1890,2190,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904234,4000,78,490,2,290,200,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0
4904235,3900,81,840,2,490,350,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904236,3000,116,470,2,290,180,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904237,4500,91,1390,2,810,580,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904238,4000,91,1440,2,790,650,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904239,1600,92,150,2,40,110,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4904240,3900,74,1030,2,580,450,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904241,10800,91,7800,4,2600,2000,2200,1000,0,0,0,0,0,0,0,4550,4450,1200,0,0,0,0,0,0,0
4904242,12600,89,5500,4,2900,1300,1100,200,0,0,0,0,0,0,0,4500,4400,1200,0,0,0,0,0,0,0
4904243,9700,88,14100,3,5400,5000,3700,0,0,0,0,0,0,0,0,5300,1200,0,0,0,0,0,0,0,0
4904244,4100,76,650,2,420,230,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904245,4000,113,1000,2,550,450,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4904246,4300,101,1230,2,740,490,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904247,4100,105,1380,2,680,700,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904248,4500,78,1310,2,810,500,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904249,4500,94,820,2,540,280,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904250,3800,111,1070,2,630,440,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904251,4400,92,1180,2,690,490,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904252,4000,93,2240,2,1340,900,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904253,18200,87,42800,7,3800,9100,4700,6300,6600,6400,5900,0,0,0,0,3200,1300,5100,1200,3500,1200,0,0,0,0
4904254,8400,88,11100,2,3600,7500,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0
4904255,4200,90,1090,2,640,450,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904256,3800,80,1080,2,660,420,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904257,4200,99,1240,2,780,460,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904258,4000,99,1260,2,670,590,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904259,4200,98,1540,2,930,610,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904260,5600,96,4340,2,1810,2530,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0
4904261,4000,85,970,2,590,380,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904262,4100,76,440,2,250,190,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904263,4300,86,1200,2,790,410,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904264,4400,92,1060,2,630,430,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904265,4100,107,580,2,310,270,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904266,4100,80,520,2,310,210,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904267,3700,108,630,2,330,300,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904268,18200,79,10300,4,3000,3300,1900,2100,0,0,0,0,0,0,0,4200,9050,1200,0,0,0,0,0,0,0
4904269,15500,86,11800,4,3500,4500,1900,1900,0,0,0,0,0,0,0,3300,8450,1200,0,0,0,0,0,0,0
4904270,16400,82,29300,6,3800,6800,1500,5400,5900,5900,0,0,0,0,0,3400,1350,5750,1200,1200,0,0,0,0,0
4904271,7100,101,5000,2,2300,2700,0,0,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0
4904272,12600,72,21100,5,3600,7500,3300,3200,3500,0,0,0,0,0,0,3650,3450,1250,1200,0,0,0,0,0,0
4904273,8600,98,6850,3,2530,2430,1890,0,0,0,0,0,0,0,0,5350,1250,0,0,0,0,0,0,0,0
4904274,4500,122,780,2,420,360,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,0
4904275,4400,99,1530,2,840,690,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904276,4200,116,1200,2,710,490,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904277,4100,81,470,2,280,190,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0
4904278,8900,83,9800,2,3800,6000,0,0,0,0,0,0,0,0,0,5150,0,0,0,0,0,0,0,0,0
4904279,12900,82,25400,5,2900,6000,5400,5800,5300,0,0,0,0,0,0,3550,3600,1200,1250,0,0,0,0,0,0
4904280,8900,85,7300,2,3600,3700,0,0,0,0,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0
4904281,10600,77,7400,3,3100,2500,1800,0,0,0,0,0,0,0,0,5350,1200,0,0,0,0,0,0,0,0
4904282,8700,74,5500,2,2700,2800,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0
4904283,4100,94,950,2,600,350,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904284,4200,113,320,2,200,120,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0
4904285,3700,74,1970,2,1150,820,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904286,1700,79,1600,2,960,640,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0
4904287,7900,78,2770,3,1110,840,820,0,0,0,0,0,0,0,0,5050,1300,0,0,0,0,0,0,0,0
4904288,17100,82,10100,5,2900,2300,1200,1900,1800,0,0,0,0,0,0,3450,1200,8750,2200,0,0,0,0,0,0
4904289,4200,73,710,2,380,330,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904290,4000,97,360,2,220,140,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904291,4300,95,1090,2,690,400,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904292,1600,106,160,2,50,110,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0
4904293,4500,97,2330,2,1170,1160,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0
4904294,4000,99,1820,2,1030,790,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
4904295,4400,97,980,2,550,430,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904296,4100,71,840,2,500,340,0,0,0,0,0,0,0,0,0,2850,0,0,0,0,0,0,0,0,0
4904297,4200,106,1200,2,770,430,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904298,4000,104,1210,2,790,420,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904299,9500,69,9400,3,2600,3400,3400,0,0,0,0,0,0,0,0,5100,1200,0,0,0,0,0,0,0,0
4904300,8000,73,7900,2,1700,6200,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0
4904301,5000,100,1780,2,1100,680,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0
4904302,4500,100,1470,2,860,610,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904303,4000,102,1480,2,840,640,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904304,9300,74,17500,3,3100,7300,7100,0,0,0,0,0,0,0,0,5100,1350,0,0,0,0,0,0,0,0
4904305,4500,95,590,2,360,230,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904306,3700,74,1970,2,1150,820,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904307,15900,74,24700,6,3800,4900,3600,3600,3500,5300,0,0,0,0,0,3500,1250,5500,1100,1300,0,0,0,0,0
4904308,4700,92,2640,2,1270,1370,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0
4904309,4500,122,1100,2,680,420,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904310,4200,65,1140,2,710,430,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0
4904311,4500,102,1040,2,600,440,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0
4904312,4200,102,1170,2,740,430,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904313,4300,91,1220,2,750,470,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904314,4300,85,1060,2,660,400,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0
4904315,1500,94,150,2,30,120,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0
4904316,4400,82,1260,2,710,550,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0
4904317,4200,96,1150,2,670,480,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904318,4400,88,1220,2,760,460,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
4904319,4200,100,660,2,360,300,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0
4904320,4400,79,820,2,450,370,0,0,0,0,0,0,0,0,0,2550,0,0,0,0,0,0,0,0,0
